127.0.0.1:5000 - 2024-1-31@13:02:01]: Hello World
[Alexnov23 - 127.0.0.1:52434 - 31202474912]: Let's go
[Alexnov23 - 127.0.0.1:52449 - 31202475348]: Hello
[Alexnov23 - 127.0.0.1:52453 - 31202475425]: Hello
[Alexnov23 - 127.0.0.1:60606 - 31202484427]: Respect
[Alexnov23 - 127.0.0.1:60609 - 31202484748]: Comme si on s'appréciait
[Alexnov23 - 127.0.0.1:60615 - 31202485046]: En ce moment marseille c'est triste
[Alexnov23 - 127.0.0.1:60615 - 3120248515]: Ces bâtards ont tout répétés
[Alexnov23 - 127.0.0.1:60623 - 31202485353]: C'est dur d'être sérieux!
[Alexnov23 - 127.0.0.1:60623 - 31202485411]: Y'a peu un petit soucis?
[Alexnov23 - 127.0.0.1:61050 - 31202494437]: Lets go
[KrakenMortel - 127.0.0.1:61055 - 31202494618]: Letsgo
[Newbie - 127.0.0.1:50063 - 31202494959]: Ah ouain tu fais le malin
[Yoloswag - 127.0.0.1:61077 - 31202495026]: bah ye
[Newbie - 127.0.0.1:50063 - 3120249516]: ok mais gee t'abuses
[Newbie - 127.0.0.1:50063 - 31202495220]: 
[Yoloswag - 127.0.0.1:61077 - 31202495553]: Yo Kiet!
[Alexnov23 - 127.0.0.1:50187 - 312024101148]: Ah ouais
[Yoloswag - 127.0.0.1:61077 - 312024101215]: Bizz tout ça
[Ayoub - 127.0.0.1:52360 - 2024-1-11@2:43:10]: allo
[Alexnov23 - 127.0.0.1:52709 - 2024-1-11@2:43:55]: Salut
[Alexnov23 - 127.0.0.1:57033 - 2024-1-11@4:5:56]: Yooo ayoub
[Ayoub - 127.0.0.1:56968 - 2024-1-11@4:6:3]: Yooo alex
[Ayoub - 127.0.0.1:56968 - 2024-1-11@4:6:16]: ca dit quoi??
[Alexnov23 - 127.0.0.1:57033 - 2024-1-11@4:6:35]: normal on est la 
[Ayoub - 127.0.0.1:56968 - 2024-1-11@4:6:41]: coool
[Ladz - 127.0.0.1:50064 - 2024-1-11@4:43:1]: salut
[Ayoub - 127.0.0.1:49959 - 2024-1-11@4:43:7]: heyyy
[Alexnov23 - 127.0.0.1:50015 - 2024-1-11@4:43:33]: yoo ladz!
